LOC_Local_timer_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU0;CAL_Function_call_interrupts_CPU2;MCP_Machine_check_polls_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU2;15_IO-APIC_15-edge_ata_piix_CPU0;NPI_Nested_posted-interrupt_event_CPU0;LOC_Local_timer_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;CAL_Function_call_interrupts_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;RES_Rescheduling_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU1;MCE_Machine_check_exceptions_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU0;THR_Threshold_APIC_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU1;HVS_Hyper-V_stimer0_interrupts_CPU0;MCE_Machine_check_exceptions_CPU2;NMI_Non-maskable_interrupts_CPU0;TRM_Thermal_event_interrupts_CPU2;8_IO-APIC_8-edge_rtc0_CPU0;30_PCI-MSI_81920-edge_virtio1-config_CPU2;PMI_Performance_monitoring_interrupts_CPU0;IWI_IRQ_work_interrupts_CPU1;THR_Threshold_APIC_interrupts_CPU2;1_IO-APIC_1-edge_i8042_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;6_IO-APIC_6-edge_floppy_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU2;NPI_Nested_posted-interrupt_event_CPU2;HYP_Hypervisor_callback_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU1;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;TLB_TLB_shootdowns_CPU1;8_IO-APIC_8-edge_rtc0_CPU1;RTR_APIC_ICR_read_retries_CPU1;PIW_Posted-interrupt_wakeup_event_CPU2;IWI_IRQ_work_interrupts_CPU2;TRM_Thermal_event_interrupts_CPU1;ERR_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU2;12_IO-APIC_12-edge_i8042_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU2;12_IO-APIC_12-edge_i8042_CPU0;timestamp_us;32_PCI-MSI_32768-edge_virtio0-config_CPU0;SPU_Spurious_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2;NPI_Nested_posted-interrupt_event_CPU1;SPU_Spurious_interrupts_CPU2;RES_Rescheduling_interrupts_CPU1;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;LOC_Local_timer_interrupts_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;SPU_Spurious_interrupts_CPU1;MCP_Machine_check_polls_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;MCE_Machine_check_exceptions_CPU1;TLB_TLB_shootdowns_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;CAL_Function_call_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU2;1_IO-APIC_1-edge_i8042_CPU0;12_IO-APIC_12-edge_i8042_CPU2;9_IO-APIC_9-fasteoi_acpi_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;RES_Rescheduling_interrupts_CPU0;NMI_Non-maskable_interrupts_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU2;PIW_Posted-interrupt_wakeup_event_CPU1;15_IO-APIC_15-edge_ata_piix_CPU2;MIS_CPU0;25_PCI-MSI_65536-edge_igb_uio_CPU1;6_IO-APIC_6-edge_floppy_CPU0;MCP_Machine_check_polls_CPU1;PIN_Posted-interrupt_notification_event_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU0;14_IO-APIC_14-edge_ata_piix_CPU0;NMI_Non-maskable_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;HRE_Hyper-V_reenlightenment_interrupts_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU0;PIN_Posted-interrupt_notification_event_CPU2;32_PCI-MSI_32768-edge_virtio0-config_CPU1;PMI_Performance_monitoring_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU1;IWI_IRQ_work_interrupts_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;THR_Threshold_APIC_interrupts_CPU1;PIN_Posted-interrupt_notification_event_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;TRM_Thermal_event_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU0;14_IO-APIC_14-edge_ata_piix_CPU1;1_IO-APIC_1-edge_i8042_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;TLB_TLB_shootdowns_CPU0
368871;3;0;6;9831;1;0;0;0;467300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;32033491;0;0;0;0;0;10;0;371616;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57127;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57875;0;0;0;0;0;0;0;0;0
369122;3;0;6;9831;1;0;0;0;468495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;33034522;0;0;0;0;0;10;0;371866;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57129;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57877;0;0;0;0;0;0;0;0;0
369374;3;0;6;9831;1;0;0;0;469688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;34035548;0;0;0;0;0;10;0;372117;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
369625;3;0;6;9831;1;0;0;0;470882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;35036566;0;0;0;0;0;10;0;372367;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
369876;3;0;6;9831;1;0;0;0;472077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;36037584;0;0;0;0;0;10;0;372618;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
370128;3;0;6;9831;1;0;0;0;473272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;37038608;0;0;0;0;0;10;0;372868;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
370379;3;0;6;9831;1;0;0;0;474467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;38039631;0;0;0;0;0;10;0;373118;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
370630;3;0;6;9831;1;0;0;0;475661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;39040649;0;0;0;0;0;10;0;373368;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
370881;3;0;6;9831;1;0;0;0;476856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;40041668;0;0;0;0;0;10;0;373619;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
371133;3;0;6;9831;1;0;0;0;478050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;41042711;0;0;0;0;0;10;0;373870;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
371384;3;0;6;9831;1;0;0;0;479217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;42043734;0;0;0;0;0;10;0;374121;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
371635;3;0;6;9831;1;0;0;0;480386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;43044752;0;0;0;0;0;10;0;374371;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
371886;3;0;6;9831;1;0;0;0;481560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;44045777;0;0;0;0;0;10;0;374622;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
372138;3;0;6;9831;1;0;0;0;482736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;45046796;0;0;0;0;0;10;0;374872;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
372389;3;0;6;9831;1;0;0;0;483912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;46047818;0;0;0;0;0;10;0;375122;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
372640;3;0;6;9831;1;0;0;0;485090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;47048846;0;0;0;0;0;10;0;375372;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
372891;3;0;6;9831;1;0;0;0;486257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;48049865;0;0;0;0;0;10;0;375623;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
373143;3;0;6;9831;1;0;0;0;487434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;49050884;0;0;0;0;0;10;0;375873;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
373394;3;0;6;9831;1;0;0;0;488608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;50051911;0;0;0;0;0;10;0;376123;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
373645;3;0;6;9831;1;0;0;0;489772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;51052935;0;0;0;0;0;10;0;376374;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
373896;3;0;6;9831;1;0;0;0;490942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;52053954;0;0;0;0;0;10;0;376625;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
374148;3;0;6;9831;1;0;0;0;492115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;53054980;0;0;0;0;0;10;0;376875;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
374399;3;0;6;9831;1;0;0;0;493284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;54055998;0;0;0;0;0;10;0;377125;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
374650;3;0;6;9831;1;0;0;0;494447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;55057021;0;0;0;0;0;10;0;377375;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
374901;3;0;6;9831;1;0;0;0;495614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;56058050;0;0;0;0;0;10;0;377626;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
375153;3;0;6;9831;1;0;0;0;496780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;57059069;0;0;0;0;0;10;0;377876;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
375404;3;0;6;9831;1;0;0;0;497943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;58060090;0;0;0;0;0;10;0;378126;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
375655;3;0;6;9831;1;0;0;0;499105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;59061117;0;0;0;0;0;10;0;378376;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
375906;3;0;6;9831;1;0;0;0;500272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;60062134;0;0;0;0;0;10;0;378627;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
376158;3;0;6;9831;1;0;0;0;501443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;61063157;0;0;0;0;0;10;0;378878;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
376409;3;0;6;9831;1;0;0;0;502617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;62064183;0;0;0;0;0;10;0;379128;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
376660;3;0;6;9831;1;0;0;0;503783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;63065202;0;0;0;0;0;10;0;379378;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
376911;3;0;6;9831;1;0;0;0;504955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;64066221;0;0;0;0;0;10;0;379629;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
377163;3;0;6;9831;1;0;0;0;506128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;65067248;0;0;0;0;0;10;0;379879;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
377414;3;0;6;9831;1;0;0;0;507293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;66068267;0;0;0;0;0;10;0;380129;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
377665;3;0;6;9831;1;0;0;0;508453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;67069290;0;0;0;0;0;10;0;380380;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
377916;3;0;6;9831;1;0;0;0;509616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;68070316;0;0;0;0;0;10;0;380630;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
378168;3;0;6;9831;1;0;0;0;510788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;69071334;0;0;0;0;0;10;0;380880;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
378419;3;0;6;9831;1;0;0;0;511953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;70072354;0;0;0;0;0;10;0;381130;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
378670;3;0;6;9831;1;0;0;0;513125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;71073384;0;0;0;0;0;10;0;381382;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57880;0;0;0;0;0;0;0;0;0
378921;3;0;6;9831;1;0;0;0;514317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;72074416;0;0;0;0;0;10;0;381635;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57882;0;0;0;0;0;0;0;0;0
379173;3;0;6;9831;1;0;0;0;515508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;73075440;0;0;0;0;0;10;0;381885;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57882;0;0;0;0;0;0;0;0;0
379424;3;0;6;9831;1;0;0;0;516698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;74076461;0;0;0;0;0;10;0;382135;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;57882;0;0;0;0;0;0;0;0;0
379675;3;0;7;9831;1;0;0;0;517889;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;75077495;0;0;0;0;0;10;0;382386;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;8;0;0;0;0;0;57882;0;0;0;0;0;0;0;0;0
379926;3;0;7;9831;1;0;0;0;519081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;76078517;0;0;0;0;0;10;0;382636;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;8;0;0;0;0;0;57882;0;0;0;0;0;0;0;0;0
380178;3;0;8;9831;1;0;0;0;520273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;77079545;0;0;0;0;0;10;0;382886;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57160;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;8;0;0;0;0;0;57883;0;0;0;0;0;0;0;0;0
380429;3;0;8;9831;1;0;0;0;521465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;78080575;0;0;0;0;0;10;0;383136;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57162;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;8;0;0;0;0;0;57885;0;0;0;0;0;0;0;0;0
380680;3;0;;9831;1;0;0;0;522455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;79081602;0;0;0;0;0;11;0;383382;0;0;1;0;0;0;0;9832;0;9;0;0;0;0;57192;0;0;0;0;0;0;;2;1;0;0;0;0;0;0;0;0;;0;0;0;0;0;57885;0;0;0;0;0;0;0;;0
