PMI_Performance_monitoring_interrupts_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU1;HRE_Hyper-V_reenlightenment_interrupts_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU0;HYP_Hypervisor_callback_interrupts_CPU1;14_IO-APIC_14-edge_ata_piix_CPU0;HYP_Hypervisor_callback_interrupts_CPU0;HVS_Hyper-V_stimer0_interrupts_CPU0;NPI_Nested_posted-interrupt_event_CPU0;15_IO-APIC_15-edge_ata_piix_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU2;TLB_TLB_shootdowns_CPU2;12_IO-APIC_12-edge_i8042_CPU1;TLB_TLB_shootdowns_CPU0;MCP_Machine_check_polls_CPU1;NPI_Nested_posted-interrupt_event_CPU2;timestamp_us;HVS_Hyper-V_stimer0_interrupts_CPU2;CAL_Function_call_interrupts_CPU2;CAL_Function_call_interrupts_CPU0;MCE_Machine_check_exceptions_CPU0;8_IO-APIC_8-edge_rtc0_CPU2;CAL_Function_call_interrupts_CPU1;PMI_Performance_monitoring_interrupts_CPU2;IWI_IRQ_work_interrupts_CPU0;RTR_APIC_ICR_read_retries_CPU2;PIN_Posted-interrupt_notification_event_CPU2;24_PCI-MSI_49152-edge_igb_uio_CPU2;PIW_Posted-interrupt_wakeup_event_CPU0;PIW_Posted-interrupt_wakeup_event_CPU2;RES_Rescheduling_interrupts_CPU1;15_IO-APIC_15-edge_ata_piix_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU0;PIW_Posted-interrupt_wakeup_event_CPU1;RTR_APIC_ICR_read_retries_CPU0;9_IO-APIC_9-fasteoi_acpi_CPU2;1_IO-APIC_1-edge_i8042_CPU2;SPU_Spurious_interrupts_CPU2;6_IO-APIC_6-edge_floppy_CPU1;6_IO-APIC_6-edge_floppy_CPU0;SPU_Spurious_interrupts_CPU0;8_IO-APIC_8-edge_rtc0_CPU1;TRM_Thermal_event_interrupts_CPU0;LOC_Local_timer_interrupts_CPU0;THR_Threshold_APIC_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU1;6_IO-APIC_6-edge_floppy_CPU2;NMI_Non-maskable_interrupts_CPU2;15_IO-APIC_15-edge_ata_piix_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU2;TRM_Thermal_event_interrupts_CPU2;12_IO-APIC_12-edge_i8042_CPU0;1_IO-APIC_1-edge_i8042_CPU0;DFR_Deferred_Error_APIC_interrupts_CPU2;25_PCI-MSI_65536-edge_igb_uio_CPU2;PIN_Posted-interrupt_notification_event_CPU1;14_IO-APIC_14-edge_ata_piix_CPU1;TRM_Thermal_event_interrupts_CPU1;NMI_Non-maskable_interrupts_CPU0;LOC_Local_timer_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU2;MCP_Machine_check_polls_CPU2;34_PCI-MSI_32770-edge_virtio0-output.0_CPU2;MIS_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU0;SPU_Spurious_interrupts_CPU1;25_PCI-MSI_65536-edge_igb_uio_CPU1;24_PCI-MSI_49152-edge_igb_uio_CPU0;IWI_IRQ_work_interrupts_CPU1;DFR_Deferred_Error_APIC_interrupts_CPU1;14_IO-APIC_14-edge_ata_piix_CPU2;HVS_Hyper-V_stimer0_interrupts_CPU1;NPI_Nested_posted-interrupt_event_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU2;30_PCI-MSI_81920-edge_virtio1-config_CPU0;33_PCI-MSI_32769-edge_virtio0-input.0_CPU1;ERR_CPU0;32_PCI-MSI_32768-edge_virtio0-config_CPU1;HYP_Hypervisor_callback_interrupts_CPU2;PMI_Performance_monitoring_interrupts_CPU0;PIN_Posted-interrupt_notification_event_CPU0;34_PCI-MSI_32770-edge_virtio0-output.0_CPU1;LOC_Local_timer_interrupts_CPU1;RTR_APIC_ICR_read_retries_CPU1;32_PCI-MSI_32768-edge_virtio0-config_CPU0;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU2;TLB_TLB_shootdowns_CPU1;IWI_IRQ_work_interrupts_CPU2;10_IO-APIC_10-fasteoi_virtio2_CPU0;8_IO-APIC_8-edge_rtc0_CPU0;RES_Rescheduling_interrupts_CPU0;HRE_Hyper-V_reenlightenment_interrupts_CPU1;9_IO-APIC_9-fasteoi_acpi_CPU0;THR_Threshold_APIC_interrupts_CPU0;24_PCI-MSI_49152-edge_igb_uio_CPU1;MCE_Machine_check_exceptions_CPU1;10_IO-APIC_10-fasteoi_virtio2_CPU1;30_PCI-MSI_81920-edge_virtio1-config_CPU1;THR_Threshold_APIC_interrupts_CPU2;31_PCI-MSI_81921-edge_virtio1-virtqueues_CPU0;12_IO-APIC_12-edge_i8042_CPU2;MCE_Machine_check_exceptions_CPU2;1_IO-APIC_1-edge_i8042_CPU1;RES_Rescheduling_interrupts_CPU2;MCP_Machine_check_polls_CPU0
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;32033540;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;831329;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;828004;0;1;0;0;46537;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2336391;0;0;0;0;0;0;0;0;61914;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;33034570;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;831580;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;828256;0;1;0;0;46537;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2337583;0;0;0;0;0;0;0;0;61916;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;34035595;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;831831;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;828507;0;1;0;0;46540;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2338777;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;35036607;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;832082;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;828758;0;1;0;0;46540;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2339968;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;36037634;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;832334;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;829009;0;1;0;0;46540;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2341159;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;37038652;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;832585;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;829261;0;1;0;0;46540;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2342350;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;38039670;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;832835;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;829512;0;1;0;0;46540;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2343544;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;39040696;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;833086;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;829763;0;1;0;0;46540;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2344737;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;40041714;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;833338;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;830014;0;1;0;0;46540;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2345930;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;41042740;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;833590;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;830266;0;1;0;0;46540;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2347118;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;42043771;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;833843;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;830517;0;1;0;0;46542;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2348245;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;43044790;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;834096;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;830768;0;1;0;0;46542;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2349370;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;44045810;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;834348;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;831019;0;1;0;0;46542;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2350498;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;45046835;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;834599;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;831271;0;1;0;0;46542;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2351623;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;46047851;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;834850;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;831522;0;1;0;0;46542;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2352750;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;47048872;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;835101;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;831773;0;1;0;0;46542;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2353875;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;48049901;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;835353;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;832024;0;1;0;0;46542;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2355002;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;49050918;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;835604;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;832276;0;1;0;0;46542;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2356128;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;50051942;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;835855;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;832527;0;1;0;0;46542;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2357254;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;51052972;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;836107;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;832778;0;1;0;0;46542;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2358380;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;52054001;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;836360;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;833029;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2359507;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;53055015;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;836612;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;833281;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2360633;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;54056038;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;836863;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;833532;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2361758;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;55057059;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;837115;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;833783;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2362885;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;56058080;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;837367;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;834034;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2364011;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;57059105;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;837618;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;834286;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2365137;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;58060123;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;837869;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;834537;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2366263;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;59061144;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;838121;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;834788;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2367389;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;60062171;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;838372;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;835039;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2368516;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;61063195;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;838624;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;835291;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2369642;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;62064214;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;838875;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;835542;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2370768;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;63065246;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;839129;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;835793;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2371895;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;64066261;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;839380;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;836044;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2373021;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;65067282;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;839631;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;836296;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2374147;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;66068309;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;839882;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;836547;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2375273;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;67069327;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;840134;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;836798;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2376399;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;68070347;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;840385;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;837049;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2377526;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;69071371;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;840636;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;837301;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2378652;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;70072390;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;840887;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;837552;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2379778;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;71073416;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;841140;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;837803;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2380937;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;72074457;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;841391;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;838055;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2382130;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;73075473;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;841642;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;838306;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2383322;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;74076492;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;6;0;0;0;0;0;0;2;0;0;0;841893;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;838557;0;1;0;0;46543;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2384515;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;75077527;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;7;0;0;0;0;0;0;2;0;0;0;842145;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;838808;0;1;0;0;46543;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2385706;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;76078554;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;8;0;0;0;0;0;0;2;0;0;0;842395;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;839060;0;1;0;0;46543;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2386899;0;0;0;0;0;0;0;0;61946;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;77079583;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;8;0;0;0;0;0;0;2;0;0;0;842646;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;839311;0;1;0;0;46545;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2388090;0;0;0;0;0;0;0;0;61948;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;78080611;0;9206;0;0;0;9207;0;0;0;0;0;0;0;226;0;8;0;0;0;0;0;0;2;0;0;0;842898;0;0;0;0;0;0;0;15;9;0;0;0;0;0;0;839562;0;1;0;0;46545;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2389282;0;0;0;0;0;0;0;0;61953;0;0;0;0;0;0;0;0;3;0;0;0;10;1
0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;79081635;0;9206;0;0;0;9207;0;0;0;0;;0;0;228;0;;0;0;0;0;0;0;2;0;0;0;843147;0;0;0;0;0;0;0;15;9;0;;0;0;0;0;839813;0;1;0;0;46562;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2389917;0;0;0;0;0;0;0;0;61992;0;0;0;;0;0;0;0;3;0;0;0;10;1
